date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:03:53	26067/26067	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2014%20Jan%202025%2023:03:54%20GMT	https://natflixfitness.com/https:/natflixfitness.com/wp-content/uploads/2024/06/meditacao.png	C:/Meus%20Sites/natflix/natflixfitness.com/https_/natflixfitness.com/wp-content/uploads/2024/06/meditacao.43.delayed	(from https://natflixfitness.com/)
20:03:54	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2014%20Jan%202025%2023:03:55%20GMT	https://natflixfitness.com/'https://natflixfitness.com/wp-content/uploads/2024/06/projeto-smv-aquecimento.png'	C:/Meus%20Sites/natflix/natflixfitness.com/'https_/natflixfitness.com/wp-content/uploads/2024/06/projeto-smv-aquecimento.png'	(from https://natflixfitness.com/)
20:03:54	26067/26067	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2014%20Jan%202025%2023:03:55%20GMT	https://natflixfitness.com/https:/natflixfitness.com/wp-content/uploads/2024/06/projeto-smv-aquecimento.png	C:/Meus%20Sites/natflix/natflixfitness.com/https_/natflixfitness.com/wp-content/uploads/2024/06/projeto-smv-aquecimento.png	(from https://natflixfitness.com/)
20:03:55	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2014%20Jan%202025%2023:03:56%20GMT	https://natflixfitness.com/'https://natflixfitness.com/wp-content/uploads/2024/06/cardapios-alimentares-emagr.png'	C:/Meus%20Sites/natflix/natflixfitness.com/'https_/natflixfitness.com/wp-content/uploads/2024/06/cardapios-alimentares-emagr.png'	(from https://natflixfitness.com/)
20:03:56	26067/26067	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2014%20Jan%202025%2023:03:56%20GMT	https://natflixfitness.com/https:/natflixfitness.com/wp-content/uploads/2024/06/cardapios-alimentares-emagr.png	C:/Meus%20Sites/natflix/natflixfitness.com/https_/natflixfitness.com/wp-content/uploads/2024/06/cardapios-alimentares-emagr.png	(from https://natflixfitness.com/)
20:03:56	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2014%20Jan%202025%2023:03:57%20GMT	https://natflixfitness.com/'https://natflixfitness.com/wp-content/uploads/2024/06/receitinhas.png'	C:/Meus%20Sites/natflix/natflixfitness.com/'https_/natflixfitness.com/wp-content/uploads/2024/06/receitinhas.png'	(from https://natflixfitness.com/)
20:03:57	26067/26067	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2014%20Jan%202025%2023:03:58%20GMT	https://natflixfitness.com/https:/natflixfitness.com/wp-content/uploads/2024/06/receitinhas.png	C:/Meus%20Sites/natflix/natflixfitness.com/https_/natflixfitness.com/wp-content/uploads/2024/06/receitinhas.png	(from https://natflixfitness.com/)
20:03:57	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2014%20Jan%202025%2023:03:58%20GMT	https://natflixfitness.com/'https://natflixfitness.com/wp-content/uploads/2024/06/nutricao.png'	C:/Meus%20Sites/natflix/natflixfitness.com/'https_/natflixfitness.com/wp-content/uploads/2024/06/nutricao.png'	(from https://natflixfitness.com/)
20:03:58	26067/26067	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2014%20Jan%202025%2023:03:59%20GMT	https://natflixfitness.com/https:/natflixfitness.com/wp-content/uploads/2024/06/nutricao.png	C:/Meus%20Sites/natflix/natflixfitness.com/https_/natflixfitness.com/wp-content/uploads/2024/06/nutricao.png	(from https://natflixfitness.com/)
20:03:59	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2014%20Jan%202025%2023:03:59%20GMT	https://natflixfitness.com/'https://natflixfitness.com/wp-content/uploads/2024/06/jiu-jitsu-iniciante.png'	C:/Meus%20Sites/natflix/natflixfitness.com/'https_/natflixfitness.com/wp-content/uploads/2024/06/jiu-jitsu-iniciante.png'	(from https://natflixfitness.com/)
20:03:59	26067/26067	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2014%20Jan%202025%2023:04:00%20GMT	https://natflixfitness.com/https:/natflixfitness.com/wp-content/uploads/2024/06/jiu-jitsu-iniciante.png	C:/Meus%20Sites/natflix/natflixfitness.com/https_/natflixfitness.com/wp-content/uploads/2024/06/jiu-jitsu-iniciante.png	(from https://natflixfitness.com/)
20:04:00	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2014%20Jan%202025%2023:04:01%20GMT	https://natflixfitness.com/'https://natflixfitness.com/wp-content/uploads/2024/06/saude-do-joelho.png'	C:/Meus%20Sites/natflix/natflixfitness.com/'https_/natflixfitness.com/wp-content/uploads/2024/06/saude-do-joelho.png'	(from https://natflixfitness.com/)
20:04:00	26067/26067	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2014%20Jan%202025%2023:04:01%20GMT	https://natflixfitness.com/https:/natflixfitness.com/wp-content/uploads/2024/06/saude-do-joelho.png	C:/Meus%20Sites/natflix/natflixfitness.com/https_/natflixfitness.com/wp-content/uploads/2024/06/saude-do-joelho.png	(from https://natflixfitness.com/)
20:04:01	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2014%20Jan%202025%2023:04:02%20GMT	https://natflixfitness.com/'https://natflixfitness.com/wp-content/uploads/2024/06/execucao-dos-exercicios-complexos.png'	C:/Meus%20Sites/natflix/natflixfitness.com/'https_/natflixfitness.com/wp-content/uploads/2024/06/execucao-dos-exercicios-complexos.png'	(from https://natflixfitness.com/)
20:04:02	26067/26067	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2014%20Jan%202025%2023:04:03%20GMT	https://natflixfitness.com/https:/natflixfitness.com/wp-content/uploads/2024/06/execucao-dos-exercicios-complexos.png	C:/Meus%20Sites/natflix/natflixfitness.com/https_/natflixfitness.com/wp-content/uploads/2024/06/execucao-dos-exercicios-complexos.png	(from https://natflixfitness.com/)
20:04:02	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2014%20Jan%202025%2023:04:03%20GMT	https://natflixfitness.com/'https://natflixfitness.com/wp-content/uploads/2024/06/execucao-dos-exercicios-sup.png'	C:/Meus%20Sites/natflix/natflixfitness.com/'https_/natflixfitness.com/wp-content/uploads/2024/06/execucao-dos-exercicios-sup.png'	(from https://natflixfitness.com/)
20:04:03	26067/26067	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2014%20Jan%202025%2023:04:04%20GMT	https://natflixfitness.com/https:/natflixfitness.com/wp-content/uploads/2024/06/execucao-dos-exercicios-sup.png	C:/Meus%20Sites/natflix/natflixfitness.com/https_/natflixfitness.com/wp-content/uploads/2024/06/execucao-dos-exercicios-sup.png	(from https://natflixfitness.com/)
20:04:03	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2014%20Jan%202025%2023:04:04%20GMT	https://natflixfitness.com/'https://natflixfitness.com/wp-content/uploads/2024/06/alongamento-e-mobilidade.png'	C:/Meus%20Sites/natflix/natflixfitness.com/'https_/natflixfitness.com/wp-content/uploads/2024/06/alongamento-e-mobilidade.png'	(from https://natflixfitness.com/)
20:04:04	26067/26067	---M-Z	404	error ('Not%20Found')	text/html	date:Tue,%2014%20Jan%202025%2023:04:05%20GMT	https://natflixfitness.com/https:/natflixfitness.com/wp-content/uploads/2024/06/alongamento-e-mobilidade.png	C:/Meus%20Sites/natflix/natflixfitness.com/https_/natflixfitness.com/wp-content/uploads/2024/06/alongamento-e-mobilidade.png	(from https://natflixfitness.com/)
20:04:05	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2014%20Jan%202025%2023:04:05%20GMT	https://natflixfitness.com/'https://natflixfitness.com/wp-content/uploads/2024/06/yoga-para-iniciantes.png'	C:/Meus%20Sites/natflix/natflixfitness.com/'https_/natflixfitness.com/wp-content/uploads/2024/06/yoga-para-iniciantes.png'	(from https://natflixfitness.com/)
20:04:06	26067/26067	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2014%20Jan%202025%2023:04:07%20GMT	https://natflixfitness.com/https:/natflixfitness.com/wp-content/uploads/2024/06/yoga-para-iniciantes.png	C:/Meus%20Sites/natflix/natflixfitness.com/https_/natflixfitness.com/wp-content/uploads/2024/06/yoga-para-iniciantes.png	(from https://natflixfitness.com/)
20:04:06	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2014%20Jan%202025%2023:04:07%20GMT	https://natflixfitness.com/'https://natflixfitness.com/wp-content/uploads/2024/06/yoga-para-intermediarios_avancados.png'	C:/Meus%20Sites/natflix/natflixfitness.com/'https_/natflixfitness.com/wp-content/uploads/2024/06/yoga-para-intermediarios_avancados.png'	(from https://natflixfitness.com/)
20:04:07	26067/26067	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2014%20Jan%202025%2023:04:08%20GMT	https://natflixfitness.com/https:/natflixfitness.com/wp-content/uploads/2024/06/yoga-para-intermediarios_avancados.png	C:/Meus%20Sites/natflix/natflixfitness.com/https_/natflixfitness.com/wp-content/uploads/2024/06/yoga-para-intermediarios_avancados.png	(from https://natflixfitness.com/)
20:04:07	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2014%20Jan%202025%2023:04:08%20GMT	https://natflixfitness.com/'https://natflixfitness.com/wp-content/uploads/2024/06/summerflix.png'	C:/Meus%20Sites/natflix/natflixfitness.com/'https_/natflixfitness.com/wp-content/uploads/2024/06/summerflix.png'	(from https://natflixfitness.com/)
20:04:08	26067/26067	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2014%20Jan%202025%2023:04:09%20GMT	https://natflixfitness.com/https:/natflixfitness.com/wp-content/uploads/2024/06/summerflix.png	C:/Meus%20Sites/natflix/natflixfitness.com/https_/natflixfitness.com/wp-content/uploads/2024/06/summerflix.png	(from https://natflixfitness.com/)
20:04:09	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2014%20Jan%202025%2023:04:10%20GMT	https://natflixfitness.com/'https://natflixfitness.com/wp-content/uploads/2024/06/projeto-cinturinha-fina.png'	C:/Meus%20Sites/natflix/natflixfitness.com/'https_/natflixfitness.com/wp-content/uploads/2024/06/projeto-cinturinha-fina.png'	(from https://natflixfitness.com/)
20:04:09	26067/26067	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2014%20Jan%202025%2023:04:10%20GMT	https://natflixfitness.com/https:/natflixfitness.com/wp-content/uploads/2024/06/projeto-cinturinha-fina.png	C:/Meus%20Sites/natflix/natflixfitness.com/https_/natflixfitness.com/wp-content/uploads/2024/06/projeto-cinturinha-fina.png	(from https://natflixfitness.com/)
20:04:10	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2014%20Jan%202025%2023:04:11%20GMT	https://natflixfitness.com/'https://natflixfitness.com/wp-content/uploads/2024/06/monte-seu-material-em-casa.png'	C:/Meus%20Sites/natflix/natflixfitness.com/'https_/natflixfitness.com/wp-content/uploads/2024/06/monte-seu-material-em-casa.png'	(from https://natflixfitness.com/)
20:04:11	26067/26067	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2014%20Jan%202025%2023:04:12%20GMT	https://natflixfitness.com/https:/natflixfitness.com/wp-content/uploads/2024/06/monte-seu-material-em-casa.png	C:/Meus%20Sites/natflix/natflixfitness.com/https_/natflixfitness.com/wp-content/uploads/2024/06/monte-seu-material-em-casa.png	(from https://natflixfitness.com/)
20:04:11	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2014%20Jan%202025%2023:04:12%20GMT	https://natflixfitness.com/'https://natflixfitness.com/wp-content/uploads/2024/06/fichas-hiper-intermed.png'	C:/Meus%20Sites/natflix/natflixfitness.com/'https_/natflixfitness.com/wp-content/uploads/2024/06/fichas-hiper-intermed.png'	(from https://natflixfitness.com/)
20:04:12	26067/26067	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2014%20Jan%202025%2023:04:13%20GMT	https://natflixfitness.com/https:/natflixfitness.com/wp-content/uploads/2024/06/fichas-hiper-intermed.png	C:/Meus%20Sites/natflix/natflixfitness.com/https_/natflixfitness.com/wp-content/uploads/2024/06/fichas-hiper-intermed.png	(from https://natflixfitness.com/)
20:04:12	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2014%20Jan%202025%2023:04:13%20GMT	https://natflixfitness.com/'https://natflixfitness.com/wp-content/uploads/2024/06/embaixadoras-natflix.png'	C:/Meus%20Sites/natflix/natflixfitness.com/'https_/natflixfitness.com/wp-content/uploads/2024/06/embaixadoras-natflix.png'	(from https://natflixfitness.com/)
20:04:13	26067/26067	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2014%20Jan%202025%2023:04:14%20GMT	https://natflixfitness.com/https:/natflixfitness.com/wp-content/uploads/2024/06/embaixadoras-natflix.png	C:/Meus%20Sites/natflix/natflixfitness.com/https_/natflixfitness.com/wp-content/uploads/2024/06/embaixadoras-natflix.png	(from https://natflixfitness.com/)
20:04:14	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2014%20Jan%202025%2023:04:15%20GMT	https://natflixfitness.com/'https://natflixfitness.com/wp-content/uploads/2024/06/e-book_-Desculpe-o-transtorno.png'	C:/Meus%20Sites/natflix/natflixfitness.com/'https_/natflixfitness.com/wp-content/uploads/2024/06/e-book_-Desculpe-o-transtorno.png'	(from https://natflixfitness.com/)
20:04:14	26067/26067	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2014%20Jan%202025%2023:04:15%20GMT	https://natflixfitness.com/https:/natflixfitness.com/wp-content/uploads/2024/06/e-book_-Desculpe-o-transtorno.png	C:/Meus%20Sites/natflix/natflixfitness.com/https_/natflixfitness.com/wp-content/uploads/2024/06/e-book_-Desculpe-o-transtorno.png	(from https://natflixfitness.com/)
20:04:15	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2014%20Jan%202025%2023:04:16%20GMT	https://natflixfitness.com/'https://natflixfitness.com/wp-content/uploads/2024/06/agendas-de-treinos.png'	C:/Meus%20Sites/natflix/natflixfitness.com/'https_/natflixfitness.com/wp-content/uploads/2024/06/agendas-de-treinos.png'	(from https://natflixfitness.com/)
20:04:16	26067/26067	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2014%20Jan%202025%2023:04:17%20GMT	https://natflixfitness.com/https:/natflixfitness.com/wp-content/uploads/2024/06/agendas-de-treinos.png	C:/Meus%20Sites/natflix/natflixfitness.com/https_/natflixfitness.com/wp-content/uploads/2024/06/agendas-de-treinos.png	(from https://natflixfitness.com/)
20:04:16	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2014%20Jan%202025%2023:04:17%20GMT	https://natflixfitness.com/'https://natflixfitness.com/wp-content/uploads/2022/11/Embaixadora.png'	C:/Meus%20Sites/natflix/natflixfitness.com/'https_/natflixfitness.com/wp-content/uploads/2022/11/Embaixadora.png'	(from https://natflixfitness.com/)
20:04:17	26067/26067	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2014%20Jan%202025%2023:04:18%20GMT	https://natflixfitness.com/https:/natflixfitness.com/wp-content/uploads/2022/11/Embaixadora.png	C:/Meus%20Sites/natflix/natflixfitness.com/https_/natflixfitness.com/wp-content/uploads/2022/11/Embaixadora.png	(from https://natflixfitness.com/)
20:04:18	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2014%20Jan%202025%2023:04:19%20GMT	https://natflixfitness.com/'https://natflixfitness.com/wp-content/uploads/2022/11/ebook.png'	C:/Meus%20Sites/natflix/natflixfitness.com/'https_/natflixfitness.com/wp-content/uploads/2022/11/ebook.png'	(from https://natflixfitness.com/)
20:04:18	26067/26067	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2014%20Jan%202025%2023:04:19%20GMT	https://natflixfitness.com/https:/natflixfitness.com/wp-content/uploads/2022/11/ebook.png	C:/Meus%20Sites/natflix/natflixfitness.com/https_/natflixfitness.com/wp-content/uploads/2022/11/ebook.png	(from https://natflixfitness.com/)
20:04:19	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2014%20Jan%202025%2023:04:20%20GMT	https://natflixfitness.com/'https://natflixfitness.com/wp-content/uploads/2022/11/planilhas.png'	C:/Meus%20Sites/natflix/natflixfitness.com/'https_/natflixfitness.com/wp-content/uploads/2022/11/planilhas.png'	(from https://natflixfitness.com/)
20:04:19	26067/26067	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2014%20Jan%202025%2023:04:20%20GMT	https://natflixfitness.com/https:/natflixfitness.com/wp-content/uploads/2022/11/planilhas.png	C:/Meus%20Sites/natflix/natflixfitness.com/https_/natflixfitness.com/wp-content/uploads/2022/11/planilhas.png	(from https://natflixfitness.com/)
20:04:20	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2014%20Jan%202025%2023:04:21%20GMT	https://natflixfitness.com/'https://natflixfitness.com/wp-content/uploads/2022/11/Group-59.png'	C:/Meus%20Sites/natflix/natflixfitness.com/'https_/natflixfitness.com/wp-content/uploads/2022/11/Group-59.png'	(from https://natflixfitness.com/)
20:04:21	26067/26067	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2014%20Jan%202025%2023:04:22%20GMT	https://natflixfitness.com/https:/natflixfitness.com/wp-content/uploads/2022/11/Group-59.png	C:/Meus%20Sites/natflix/natflixfitness.com/https_/natflixfitness.com/wp-content/uploads/2022/11/Group-59.png	(from https://natflixfitness.com/)
20:04:21	16553/16553	---M--	200	added ('OK')	image/png	date:Tue,%2022%20Nov%202022%2000:37:31%20GMT	https://natflixfitness.com/wp-content/uploads/2022/11/e-muito-mais.png	C:/Meus%20Sites/natflix/natflixfitness.com/wp-content/uploads/2022/11/e-muito-mais.png	(from https://natflixfitness.com/)
20:04:21	78147/78147	---M--	200	added ('OK')	image/jpeg	date:Tue,%2025%20Jun%202024%2015:30:50%20GMT	https://natflixfitness.com/wp-content/uploads/2024/06/nat-vilaschi-768x1152.jpg	C:/Meus%20Sites/natflix/natflixfitness.com/wp-content/uploads/2024/06/nat-vilaschi-768x1152.jpg	(from https://natflixfitness.com/)
20:04:21	2796/2796	---M--	200	added ('OK')	image/png	date:Tue,%2022%20Nov%202022%2000:36:25%20GMT	https://natflixfitness.com/wp-content/uploads/2022/11/Group-52.png	C:/Meus%20Sites/natflix/natflixfitness.com/wp-content/uploads/2022/11/Group-52.png	(from https://natflixfitness.com/)
20:04:21	298921/298921	---M--	200	added ('OK')	image/png	date:Tue,%2022%20Nov%202022%2001:33:12%20GMT	https://natflixfitness.com/wp-content/uploads/2022/11/Group-42.png	C:/Meus%20Sites/natflix/natflixfitness.com/wp-content/uploads/2022/11/Group-42.png	(from https://natflixfitness.com/)
20:04:21	234817/234817	---M--	200	added ('OK')	image/png	date:Tue,%2022%20Nov%202022%2001:33:13%20GMT	https://natflixfitness.com/wp-content/uploads/2022/11/Group-53.png	C:/Meus%20Sites/natflix/natflixfitness.com/wp-content/uploads/2022/11/Group-53.png	(from https://natflixfitness.com/)
20:04:22	219242/219242	---M--	200	added ('OK')	image/png	date:Tue,%2022%20Nov%202022%2001:33:14%20GMT	https://natflixfitness.com/wp-content/uploads/2022/11/Group-54.png	C:/Meus%20Sites/natflix/natflixfitness.com/wp-content/uploads/2022/11/Group-54.png	(from https://natflixfitness.com/)
20:04:22	261763/261763	---M--	200	added ('OK')	image/png	date:Thu,%2017%20Oct%202024%2020:11:57%20GMT	https://natflixfitness.com/wp-content/uploads/2024/10/milena-nat.png	C:/Meus%20Sites/natflix/natflixfitness.com/wp-content/uploads/2024/10/milena-nat.png	(from https://natflixfitness.com/)
20:04:22	89544/89544	---M--	200	added ('OK')	image/png	date:Tue,%2022%20Nov%202022%2002:35:23%20GMT	https://natflixfitness.com/wp-content/uploads/2022/11/Group-60.png	C:/Meus%20Sites/natflix/natflixfitness.com/wp-content/uploads/2022/11/Group-60.png	(from https://natflixfitness.com/)
20:04:22	74177/74177	---M--	200	added ('OK')	image/png	date:Tue,%2022%20Nov%202022%2002:35:18%20GMT	https://natflixfitness.com/wp-content/uploads/2022/11/Group-57.png	C:/Meus%20Sites/natflix/natflixfitness.com/wp-content/uploads/2022/11/Group-57.png	(from https://natflixfitness.com/)
20:04:23	96458/96458	---M--	200	added ('OK')	image/png	date:Tue,%2022%20Nov%202022%2002:47:54%20GMT	https://natflixfitness.com/wp-content/uploads/2022/11/Group-61.png	C:/Meus%20Sites/natflix/natflixfitness.com/wp-content/uploads/2022/11/Group-61.png	(from https://natflixfitness.com/)
20:04:23	71928/71928	---M--	200	added ('OK')	image/png	date:Wed,%2023%20Nov%202022%2005:45:33%20GMT	https://natflixfitness.com/wp-content/uploads/2022/11/Group-81.png	C:/Meus%20Sites/natflix/natflixfitness.com/wp-content/uploads/2022/11/Group-81.png	(from https://natflixfitness.com/)
20:04:23	96847/96847	---M--	200	added ('OK')	image/png	date:Wed,%2023%20Nov%202022%2005:45:34%20GMT	https://natflixfitness.com/wp-content/uploads/2022/11/Group-82.png	C:/Meus%20Sites/natflix/natflixfitness.com/wp-content/uploads/2022/11/Group-82.png	(from https://natflixfitness.com/)
20:04:23	62661/62661	---M--	200	added ('OK')	image/png	date:Wed,%2023%20Nov%202022%2005:45:35%20GMT	https://natflixfitness.com/wp-content/uploads/2022/11/Group-83.png	C:/Meus%20Sites/natflix/natflixfitness.com/wp-content/uploads/2022/11/Group-83.png	(from https://natflixfitness.com/)
20:04:23	86773/86773	---M--	200	added ('OK')	image/png	date:Wed,%2023%20Nov%202022%2005:45:36%20GMT	https://natflixfitness.com/wp-content/uploads/2022/11/Group-84.png	C:/Meus%20Sites/natflix/natflixfitness.com/wp-content/uploads/2022/11/Group-84.png	(from https://natflixfitness.com/)
20:04:24	63072/63072	---M--	200	added ('OK')	image/png	date:Wed,%2023%20Nov%202022%2005:45:37%20GMT	https://natflixfitness.com/wp-content/uploads/2022/11/Group-57-1.png	C:/Meus%20Sites/natflix/natflixfitness.com/wp-content/uploads/2022/11/Group-57-1.png	(from https://natflixfitness.com/)
20:04:24	70350/70350	---M--	200	added ('OK')	image/jpeg	date:Tue,%2022%20Nov%202022%2015:51:39%20GMT	https://natflixfitness.com/wp-content/uploads/2022/11/WhatsApp-Image-2022-11-22-at-09.09.50.jpeg	C:/Meus%20Sites/natflix/natflixfitness.com/wp-content/uploads/2022/11/WhatsApp-Image-2022-11-22-at-09.09.50.jpg	(from https://natflixfitness.com/)
20:04:24	47320/47320	---M--	200	added ('OK')	image/jpeg	date:Tue,%2022%20Nov%202022%2015:51:38%20GMT	https://natflixfitness.com/wp-content/uploads/2022/11/WhatsApp-Image-2022-11-22-at-09.09.50-18.jpeg	C:/Meus%20Sites/natflix/natflixfitness.com/wp-content/uploads/2022/11/WhatsApp-Image-2022-11-22-at-09.09.50-18.jpg	(from https://natflixfitness.com/)
20:04:24	42253/42253	---M--	200	added ('OK')	image/jpeg	date:Tue,%2022%20Nov%202022%2015:51:37%20GMT	https://natflixfitness.com/wp-content/uploads/2022/11/WhatsApp-Image-2022-11-22-at-09.09.50-16.jpeg	C:/Meus%20Sites/natflix/natflixfitness.com/wp-content/uploads/2022/11/WhatsApp-Image-2022-11-22-at-09.09.50-16.jpg	(from https://natflixfitness.com/)
20:04:24	82951/82951	---M--	200	added ('OK')	image/jpeg	date:Tue,%2022%20Nov%202022%2015:51:38%20GMT	https://natflixfitness.com/wp-content/uploads/2022/11/WhatsApp-Image-2022-11-22-at-09.09.50-17.jpeg	C:/Meus%20Sites/natflix/natflixfitness.com/wp-content/uploads/2022/11/WhatsApp-Image-2022-11-22-at-09.09.50-17.jpg	(from https://natflixfitness.com/)
20:04:25	64112/64112	---M--	200	added ('OK')	image/jpeg	date:Tue,%2022%20Nov%202022%2015:51:36%20GMT	https://natflixfitness.com/wp-content/uploads/2022/11/WhatsApp-Image-2022-11-22-at-09.09.50-15.jpeg	C:/Meus%20Sites/natflix/natflixfitness.com/wp-content/uploads/2022/11/WhatsApp-Image-2022-11-22-at-09.09.50-15.jpg	(from https://natflixfitness.com/)
20:04:25	83024/83024	---M--	200	added ('OK')	image/jpeg	date:Tue,%2022%20Nov%202022%2015:51:33%20GMT	https://natflixfitness.com/wp-content/uploads/2022/11/WhatsApp-Image-2022-11-22-at-09.09.50-10.jpeg	C:/Meus%20Sites/natflix/natflixfitness.com/wp-content/uploads/2022/11/WhatsApp-Image-2022-11-22-at-09.09.50-10.jpg	(from https://natflixfitness.com/)
20:04:25	74227/74227	---M--	200	added ('OK')	image/jpeg	date:Tue,%2022%20Nov%202022%2015:51:34%20GMT	https://natflixfitness.com/wp-content/uploads/2022/11/WhatsApp-Image-2022-11-22-at-09.09.50-11.jpeg	C:/Meus%20Sites/natflix/natflixfitness.com/wp-content/uploads/2022/11/WhatsApp-Image-2022-11-22-at-09.09.50-11.jpg	(from https://natflixfitness.com/)
20:04:25	82922/82922	---M--	200	added ('OK')	image/jpeg	date:Tue,%2022%20Nov%202022%2015:51:34%20GMT	https://natflixfitness.com/wp-content/uploads/2022/11/WhatsApp-Image-2022-11-22-at-09.09.50-12.jpeg	C:/Meus%20Sites/natflix/natflixfitness.com/wp-content/uploads/2022/11/WhatsApp-Image-2022-11-22-at-09.09.50-12.jpg	(from https://natflixfitness.com/)
20:04:25	77188/77188	---M--	200	added ('OK')	image/jpeg	date:Tue,%2022%20Nov%202022%2015:51:35%20GMT	https://natflixfitness.com/wp-content/uploads/2022/11/WhatsApp-Image-2022-11-22-at-09.09.50-13.jpeg	C:/Meus%20Sites/natflix/natflixfitness.com/wp-content/uploads/2022/11/WhatsApp-Image-2022-11-22-at-09.09.50-13.jpg	(from https://natflixfitness.com/)
20:04:26	76014/76014	---M--	200	added ('OK')	image/jpeg	date:Tue,%2022%20Nov%202022%2015:51:36%20GMT	https://natflixfitness.com/wp-content/uploads/2022/11/WhatsApp-Image-2022-11-22-at-09.09.50-14.jpeg	C:/Meus%20Sites/natflix/natflixfitness.com/wp-content/uploads/2022/11/WhatsApp-Image-2022-11-22-at-09.09.50-14.jpg	(from https://natflixfitness.com/)
20:04:26	46461/46461	---M--	200	added ('OK')	image/jpeg	date:Tue,%2022%20Nov%202022%2015:51:32%20GMT	https://natflixfitness.com/wp-content/uploads/2022/11/WhatsApp-Image-2022-11-22-at-09.09.50-9.jpeg	C:/Meus%20Sites/natflix/natflixfitness.com/wp-content/uploads/2022/11/WhatsApp-Image-2022-11-22-at-09.09.50-9.jpg	(from https://natflixfitness.com/)
20:04:26	56988/56988	---M--	200	added ('OK')	image/jpeg	date:Tue,%2022%20Nov%202022%2015:51:32%20GMT	https://natflixfitness.com/wp-content/uploads/2022/11/WhatsApp-Image-2022-11-22-at-09.09.50-8.jpeg	C:/Meus%20Sites/natflix/natflixfitness.com/wp-content/uploads/2022/11/WhatsApp-Image-2022-11-22-at-09.09.50-8.jpg	(from https://natflixfitness.com/)
20:04:26	73372/73372	---M--	200	added ('OK')	image/jpeg	date:Tue,%2022%20Nov%202022%2015:51:31%20GMT	https://natflixfitness.com/wp-content/uploads/2022/11/WhatsApp-Image-2022-11-22-at-09.09.50-7.jpeg	C:/Meus%20Sites/natflix/natflixfitness.com/wp-content/uploads/2022/11/WhatsApp-Image-2022-11-22-at-09.09.50-7.jpg	(from https://natflixfitness.com/)
20:04:27	34039/34039	---M--	200	added ('OK')	image/jpeg	date:Tue,%2022%20Nov%202022%2015:51:31%20GMT	https://natflixfitness.com/wp-content/uploads/2022/11/WhatsApp-Image-2022-11-22-at-09.09.50-6.jpeg	C:/Meus%20Sites/natflix/natflixfitness.com/wp-content/uploads/2022/11/WhatsApp-Image-2022-11-22-at-09.09.50-6.jpg	(from https://natflixfitness.com/)
